,Unnamed: 0_x,Player Name,Team,Position,Assists,Bonus,Bonus Points System,Clean sheets,Cost,Creativity,Form,Goals conceded,Goals scored,ICT Index,Influence,Minutes played,Own goals,Penalties missed,Penalties saved,Points per match,Price fall,Price fall (round),Price rise,Price rise (round),Pts.,Red cards,Round points,Saves,Sel.,Threat,Times in Dream Team,Transfers in,Transfers in (round),Transfers out,Transfers out (round),Value (form),Value (season),Yellow cards, ,Team Name,Unnamed: 0_y,№,Player,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Last Name
0,AkéBOUDEF,Aké,BOU,DEF,1.0,8.0,716.0,10.0,5.0,125.9,0.0,70.0,4.0,156.8,1002.0,3411.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,19.3%,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Bournemouth,4,5,Nathan Aké,D M,38,3414,4,0,0.66,0.18,4.55+0.55,1.32+1.32,0.12,0.03,Aké
1,BegovicBOUGKP,Begovic,BOU,GKP,0.0,4.0,363.0,5.0,4.5,0.0,0.0,47.0,0.0,44.2,440.6,2160.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,63.0,0.0,0.0,59.0,3.4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bournemouth,17,18,Asmir Begovic,GK,24,2160,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Begovic
2,BorucBOUGKP,Boruc,BOU,GKP,0.0,4.0,218.0,4.0,4.5,0.0,0.0,18.0,0.0,30.3,302.0,1080.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,46.0,0.0,0.0,39.0,0.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Bournemouth,13,14,Artur Boruc,GK,12,1080,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Boruc
3,BrooksBOUMID,Brooks,BOU,MID,6.0,7.0,414.0,9.0,6.5,466.7,0.0,41.0,7.0,167.5,598.0,2263.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.8%,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Bournemouth,3,4,David Brooks,F M,30,2317,7,5,1.59,1.17,6.47-0.53,5.88+0.88,0.25,0.23,Brooks
4,DanielsBOUDEF,Daniels,BOU,DEF,0.0,1.0,278.0,4.0,4.5,215.4,0.0,34.0,1.0,66.2,289.8,1583.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.1%,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,Bournemouth,9,10,Charlie Daniels,D M,21,1587,1,0,0.68,0.62,0.62-0.38,0.46+0.46,0.04,0.03,Daniels
5,FrancisBOUDEF,Francis,BOU,DEF,2.0,0.0,244.0,4.0,4.5,173.3,0.0,24.0,0.0,54.4,332.4,1227.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0%,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Bournemouth,14,15,Simon Francis,D,17,1220,0,2,0.22,0.74,0.12+0.12,0.60-1.40,0.01,0.04,Francis
6,FraserBOUMID,Fraser,BOU,MID,14.0,23.0,751.0,9.0,7.5,1382.4,0.0,64.0,7.0,301.2,930.6,3165.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,20.2%,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Bournemouth,2,3,Ryan Fraser,F M,38,3185,7,14,1.44,2.63,4.76-2.24,16.18+2.18,0.13,0.46,Fraser
7,GoslingBOUMID,Gosling,BOU,MID,2.0,0.0,237.0,4.0,5.0,164.7,0.0,33.0,2.0,78.1,400.6,1734.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0%,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,Bournemouth,5,6,Dan Gosling,M,25,1729,2,1,1.09,0.47,2.39+0.39,0.96-0.04,0.12,0.05,Gosling
8,IbeBOUMID,Ibe,BOU,MID,1.0,0.0,105.0,1.0,5.0,174.8,0.0,23.0,1.0,46.0,131.2,789.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.4%,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Bournemouth,10,11,Jordon Ibe,M,19,799,1,1,1.01,1.13,0.78-0.22,0.42-0.58,0.09,0.05,Ibe
9,KingBOUFWD,King,BOU,FWD,3.0,20.0,457.0,10.0,6.5,535.7,0.0,57.0,12.0,223.8,655.4,2963.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,20.9%,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Bournemouth,1,2,Joshua King,F M,35,2987,12,3,2.17,1.11,13.55+1.55,4.26+1.26,0.41,0.13,King
10,LermaBOUMID,Lerma,BOU,MID,2.0,6.0,410.0,9.0,5.0,245.8,0.0,49.0,2.0,96.2,539.6,2505.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.2%,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,Bournemouth,7,8,Jefferson Lerma,M,30,2527,2,0,1.1,0.53,1.09-0.91,1.01+1.01,0.04,0.04,Lerma
11,MephamBOUDEF,Mepham,BOU,DEF,1.0,0.0,158.0,2.0,4.5,24.1,0.0,17.0,0.0,22.5,177.2,848.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.2%,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Bournemouth,26,27,Chris Mepham,D,13,850,0,1,0.21,0.21,0.05+0.05,0.69-0.31,0.01,0.07,Mepham
12,RicoBOUDEF,Rico,BOU,DEF,0.0,0.0,89.0,0.0,4.0,171.6,0.0,19.0,0.0,31.4,107.4,606.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.5%,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Bournemouth,22,23,Diego Rico,D M,12,600,0,0,1.35,1.65,0.18+0.18,1.22+1.22,0.03,0.18,Rico
13,SimpsonBOUDEF,Simpson,BOU,DEF,0.0,0.0,73.0,1.0,4.0,2.0,0.0,9.0,0.0,11.0,85.4,401.0,1.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.5%,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bournemouth,24,25,Jack Simpson,D,6,407,0,0,0.44,0.0,0.37+0.37,0.00,0.08,0.0,Simpson
14,SolankeBOUFWD,Solanke,BOU,FWD,1.0,0.0,45.0,0.0,5.5,96.0,0.0,5.0,0.0,33.0,79.0,340.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6%,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bournemouth,20,21,Dominic Solanke,F,10,322,0,1,3.07,2.24,0.80+0.80,0.36-0.64,0.22,0.1,Solanke
15,StanislasBOUMID,Stanislas,BOU,MID,3.0,3.0,205.0,2.0,6.0,254.5,0.0,24.0,2.0,82.0,225.2,1021.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0%,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Bournemouth,6,7,Junior Stanislas,D M,23,1016,2,3,3.01,1.33,3.10+1.10,2.49-0.51,0.27,0.22,Stanislas
16,SurmanBOUMID,Surman,BOU,MID,0.0,0.0,206.0,4.0,5.0,163.0,0.0,37.0,0.0,39.2,190.8,1438.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.1%,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Bournemouth,15,16,Andrew Surman,M,18,1440,0,0,0.56,0.63,0.27+0.27,0.48+0.48,0.02,0.03,Surman
17,SurridgeBOUFWD,Surridge,BOU,FWD,0.0,0.0,3.0,0.0,4.5,11.8,0.0,0.0,0.0,4.0,5.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.7%,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bournemouth,23,24,Sam Surridge,S,2,9,0,0,20.0,10.0,0.38+0.38,0.04+0.04,3.79,0.38,Surridge
18,TraversBOUGKP,Travers,BOU,GKP,0.0,1.0,46.0,1.0,4.5,0.0,0.0,5.0,0.0,6.8,68.2,180.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bournemouth,27,28,Mark Travers,GK,2,180,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Travers
19,WilsonBOUFWD,Wilson,BOU,FWD,12.0,22.0,525.0,9.0,8.0,388.4,0.0,47.0,14.0,225.0,737.8,2528.0,0.0,1.0,0.0,5.6,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,20.9%,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Bournemouth,0,1,Callum Wilson,F,30,2548,14,9,2.3,1.09,16.02+2.02,5.96-3.04,0.57,0.21,Wilson
20,WilsonBOUMID,Wilson,BOU,MID,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bournemouth,0,1,Callum Wilson,F,30,2548,14,9,2.3,1.09,16.02+2.02,5.96-3.04,0.57,0.21,Wilson
