,Unnamed: 0_x,Player Name,Team,Position,Assists,Bonus,Bonus Points System,Clean sheets,Cost,Creativity,Form,Goals conceded,Goals scored,ICT Index,Influence,Minutes played,Own goals,Penalties missed,Penalties saved,Points per match,Price fall,Price fall (round),Price rise,Price rise (round),Pts.,Red cards,Round points,Saves,Sel.,Threat,Times in Dream Team,Transfers in,Transfers in (round),Transfers out,Transfers out (round),Value (form),Value (season),Yellow cards, ,Team Name,Unnamed: 0_y,№,Player,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Last Name
0,Alexander-ArnoldLIVDEF,Alexander-Arnold,LIV,DEF,13.0,25.0,753.0,16.0,7.0,837.4,0.0,14.0,1.0,184.7,734.4,2460.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,24.7%,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Liverpool,13,14,Trent Alexander-Arnold,D,29,2475,1,12,1.05,1.75,1.49+0.49,7.22-4.78,0.05,0.26,Alexander-Arnold
1,AlissonLIVGKP,Alisson,LIV,GKP,0.0,9.0,771.0,21.0,6.0,0.1,0.0,22.0,0.0,67.6,677.0,3420.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,176.0,0.0,0.0,76.0,32.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Liverpool,20,21,Alisson,GK,38,3420,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Alisson
2,CamachoLIVMID,Camacho,LIV,MID,0.0,0.0,3.0,0.0,4.5,0.0,0.0,1.0,0.0,0.2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Liverpool,22,23,Rafael Camacho,S,1,1,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Camacho
3,FabinhoLIVMID,Fabinho,LIV,MID,2.0,0.0,305.0,11.0,5.5,283.4,0.0,14.0,1.0,86.4,406.2,2011.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.9%,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,Liverpool,14,15,Fabinho,D M,28,2006,1,2,0.76,0.72,1.14+0.14,1.31-0.69,0.05,0.06,Fabinho
4,FirminoLIVFWD,Firmino,LIV,FWD,8.0,24.0,647.0,19.0,9.5,670.1,0.0,15.0,12.0,267.8,774.8,2606.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,10.6%,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Liverpool,2,3,Roberto Firmino,F M,34,2631,12,6,2.57,1.47,13.74+1.74,6.34+0.34,0.47,0.22,Firmino
5,GomezLIVDEF,Gomez,LIV,DEF,0.0,2.0,268.0,7.0,5.5,92.1,0.0,4.0,0.0,34.7,209.8,1059.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,1.8%,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Liverpool,19,20,Joseph Gomez,D,16,1052,0,0,0.43,0.6,0.23+0.23,0.42+0.42,0.02,0.04,Gomez
6,HendersonLIVMID,Henderson,LIV,MID,3.0,2.0,397.0,12.0,5.5,311.7,0.0,14.0,1.0,85.4,358.8,1976.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,76.0,1.0,0.0,0.0,0.7%,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Liverpool,12,13,Jordan Henderson,D M,32,1979,1,3,0.73,0.68,1.51+0.51,1.69-1.31,0.07,0.08,Henderson
7,KeitaLIVMID,Keita,LIV,MID,1.0,3.0,246.0,10.0,6.0,213.1,0.0,8.0,2.0,86.3,293.6,1385.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.6%,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Liverpool,9,10,Naby Keita,M,25,1407,2,1,1.73,0.58,2.55+0.55,1.07+0.07,0.16,0.07,Keita
8,LallanaLIVMID,Lallana,LIV,MID,1.0,0.0,96.0,3.0,6.0,139.0,0.0,3.0,0.0,33.8,85.4,460.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.1%,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Liverpool,15,16,Adam Lallana,F M,13,459,0,0,0.98,1.76,0.30+0.30,0.54+0.54,0.06,0.11,Lallana
9,LovrenLIVDEF,Lovren,LIV,DEF,1.0,9.0,258.0,6.0,5.5,29.1,0.0,7.0,1.0,35.7,255.8,986.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.3%,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Liverpool,11,12,Dejan Lovren,D,13,988,1,0,0.55,0.09,0.91-0.09,0.11+0.11,0.08,0.01,Lovren
10,ManéLIVMID,Mané,LIV,MID,3.0,24.0,703.0,19.0,11.5,692.8,0.0,21.0,22.0,304.0,1015.8,3076.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,16.8%,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Liverpool,0,1,Sadio Mané,F M,36,3100,22,1,2.53,1.31,16.76-5.24,5.12+4.12,0.49,0.15,Mané
