,Unnamed: 0_x,Player Name,Team,Position,Assists,Bonus,Bonus Points System,Clean sheets,Cost,Creativity,Form,Goals conceded,Goals scored,ICT Index,Influence,Minutes played,Own goals,Penalties missed,Penalties saved,Points per match,Price fall,Price fall (round),Price rise,Price rise (round),Pts.,Red cards,Round points,Saves,Sel.,Threat,Times in Dream Team,Transfers in,Transfers in (round),Transfers out,Transfers out (round),Value (form),Value (season),Yellow cards, ,Team Name,Unnamed: 0_y,№,Player,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Last Name
0,AlderweireldTOTDEF,Alderweireld,TOT,DEF,0.0,7.0,651.0,12.0,5.5,139.1,0.0,31.0,0.0,105.7,690.2,2921.0,1.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,7.5%,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Tottenham,15,16,Toby Alderweireld,D,34,2926,0,0,0.58,0.22,0.99+0.99,0.49+0.49,0.03,0.02,Alderweireld
1,AlliTOTMID,Alli,TOT,MID,4.0,8.0,356.0,8.0,8.5,436.6,0.0,21.0,5.0,158.5,467.2,1822.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,1.1%,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,Tottenham,4,5,Dele Alli,M,25,1847,5,3,1.9,1.32,5.95+0.95,3.29+0.29,0.29,0.16,Alli
2,AmosTOTMID,Amos,TOT,MID,0.0,0.0,3.0,0.0,4.5,0.1,0.0,0.0,0.0,0.2,2.2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham,26,27,Luke Amos,S,1,1,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Amos
3,AurierTOTDEF,Aurier,TOT,DEF,2.0,0.0,116.0,2.0,5.0,108.4,0.0,9.0,0.0,30.5,151.6,562.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.5%,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Tottenham,25,26,Serge Aurier,D M,8,566,0,2,0.64,0.95,0.14+0.14,1.26-0.74,0.02,0.2,Aurier
4,DaviesTOTDEF,Davies,TOT,DEF,0.0,5.0,361.0,6.0,5.5,256.6,0.0,26.0,0.0,82.3,388.2,1837.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.3%,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Tottenham,19,20,Ben Davies,D M,27,1831,0,0,0.69,0.74,0.57+0.57,2.25+2.25,0.03,0.11,Davies
5,DierTOTMID,Dier,TOT,MID,0.0,3.0,269.0,5.0,5.0,150.1,0.0,18.0,3.0,63.6,363.4,1504.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.2%,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,Tottenham,6,7,Eric Dier,D M,20,1519,3,0,0.53,0.47,1.42-1.58,1.10+1.10,0.08,0.07,Dier
6,EriksenTOTMID,Eriksen,TOT,MID,12.0,15.0,675.0,8.0,9.0,1148.7,0.0,37.0,8.0,283.0,876.0,2770.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,6.5%,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Tottenham,3,4,Christian Eriksen,M,35,2772,8,12,2.69,2.37,5.66-2.34,7.88-4.12,0.18,0.26,Eriksen
7,FoythTOTDEF,Foyth,TOT,DEF,0.0,4.0,172.0,3.0,5.0,59.8,0.0,12.0,1.0,36.3,248.6,888.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0%,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Tottenham,13,14,Juan Foyth,D,12,889,1,0,0.4,0.4,0.70-0.30,0.79+0.79,0.07,0.08,Foyth
8,GazzanigaTOTGKP,Gazzaniga,TOT,GKP,0.0,0.0,64.0,1.0,4.5,0.0,0.0,2.0,0.0,8.2,82.8,270.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,0.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham,22,23,Paulo Gazzaniga,GK,3,270,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Gazzaniga
9,JanssenTOTFWD,Janssen,TOT,FWD,0.0,0.0,4.0,0.0,4.5,1.6,0.0,0.0,0.0,6.5,6.2,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3%,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham,24,25,Vincent Janssen,S,3,34,0,0,7.94,0.0,0.31+0.31,0.00,0.81,0.0,Janssen
10,KaneTOTFWD,Kane,TOT,FWD,6.0,24.0,561.0,9.0,11.0,430.0,0.0,31.0,17.0,261.3,824.6,2423.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,28.7%,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,Tottenham,0,1,Harry Kane,F,28,2437,17,4,3.77,1.11,16.12-0.88,4.56+0.56,0.6,0.17,Kane
11,LamelaTOTMID,Lamela,TOT,MID,4.0,5.0,231.0,4.0,6.0,339.9,0.0,12.0,4.0,104.1,263.8,965.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.7%,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Tottenham,5,6,Erik Lamela,M,19,969,4,2,2.69,2.14,3.76-0.24,2.17+0.17,0.35,0.2,Lamela
12,LlorisTOTGKP,Lloris,TOT,GKP,0.0,10.0,691.0,12.0,5.5,0.0,0.0,33.0,0.0,86.0,858.2,2970.0,0.0,0.0,2.0,4.4,0.0,0.0,0.0,0.0,145.0,0.0,0.0,100.0,9.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tottenham,14,15,Hugo Lloris,GK,33,2970,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Lloris
13,RoseTOTDEF,Rose,TOT,DEF,4.0,5.0,352.0,8.0,5.5,416.6,0.0,16.0,0.0,97.6,343.6,1792.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,2.4%,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,Tottenham,16,17,Danny Rose,D M,26,1798,0,3,0.75,1.3,0.80+0.80,2.59-0.41,0.04,0.13,Rose
